ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
268673,ICM-LT000021,SPORTS BASIC,,Payment,Security Deposit Payable-Preop Clearing,UFT0005346,GL0041400,2022-07-15,0000-00-00,B-022,Banks of the Philippine Islands,0,-10812.66
271050,ICM-LT000019,BENCH,,Payment,Security Deposit Payable-Preop Clearing,UFT0005446,GL0041556,2022-08-05,0000-00-00,B-012,Banks of the Philippine Islands,0,-57705.18
269862,ICM-LT000072,BANCO DE ORO ATM,,Payment,Security Deposit Payable,PR042493,GL0041494,2022-08-10,0000-00-00,B-007,Land Bank of the Philippines,0,-4831.83
270950,ICM-LT001613,Dito Telecommunity,,Payment,Security Deposit Payable-Preop Clearing,UFT0005436,GL0041551,2022-08-15,0000-00-00,B-011,BPI Alturas Supermarket Corp,0,-90000.00
271438,ICM-LT001658,Bollywood Resto Bar,,Payment,Security Deposit Payable,PR043735,GL0041608,2022-08-23,0000-00-00,B-007,Land Bank of the Philippines,0,-120000.00
275676,ICM-LT000004,RAI RAI KEN,,Payment,Security Deposit Payable-Preop Clearing,UFT0005536,GL0042323,2022-08-31,0000-00-00,B-022,Banks of the Philippine Islands,0,-34821.18
275886,ICM-LT000047,Tecno,,Payment,Security Deposit Payable-Preop Clearing,UFT0005558,GL0042330,2022-09-06,0000-00-00,B-007,Land Bank of the Philippines,0,-2728.68
277086,ICM-LT000109,IDEAL VISION,,Payment,Security Deposit Payable-Preop Clearing,UFT0005607,GL0042388,2022-09-06,0000-00-00,B-022,Banks of the Philippine Islands,0,-17262.78
275424,ICM-LT000016,GIBI,,Payment,Security Deposit Payable-Preop Clearing,UFT0005523,GL0042307,2022-09-08,0000-00-00,B-012,Banks of the Philippine Islands,0,-18601.44
280507,ICM-LT000010,PENSHOPPE,,Payment,Security Deposit Payable-Preop Clearing,UFT0005632,GL0043020,2022-09-15,0000-00-00,B-012,Banks of the Philippine Islands,0,-116140.52
301067,ICM-LT001657,RCBC ATM,,Payment,Security Deposit Payable-Preop Clearing,UFT0006159,GL0045751,2022-09-28,,B-011,BPI Alturas Supermarket Corp,0,-24000.00
289974,ICM-LT001761,PLDT-Smart One Digital Store,,Payment,Security Deposit Payable-Preop Clearing,UFT0005885,GL0044162,2022-10-14,0000-00-00,B-022,Banks of the Philippine Islands,0,-281520.00
283397,ICM-LT001667,Bigbys,,Payment,Security Deposit Payable-Preop Clearing,UFT0005737,GL0043211,2022-10-17,0000-00-00,B-022,Banks of the Philippine Islands,0,-448644.00
288675,ICM-LT000095,GARCIA PAWNSHOP,,Payment,Security Deposit Payable,P0011728,GL0007689,2022-10-31,0000-00-00,,,102000.00,0
288689,ICM-LT000095,GARCIA PAWNSHOP,,Payment,Security Deposit Payable,P0011728,GL0007691,2022-10-31,0000-00-00,,,6392.40,0
288832,ICM-LT001579,M Lhuillier - 2F,,Payment,Security Deposit Payable,PR0060335,GL0044032,2022-11-16,0000-00-00,B-007,Land Bank of the Philippines,0,-120000.00
289249,ICM-LT001898,Banh Mi Kitchen,,Payment,Security Deposit Payable-Preop Clearing,UFT0005861,GL0044056,2022-11-18,0000-00-00,B-022,Banks of the Philippine Islands,0,-90000.00
301017,ICM-LT001580,Fab Weddings Styling by M and B,,Payment,Security Deposit Payable-Preop Clearing,UFT0006158,GL0045743,2022-11-29,,B-022,Banks of the Philippine Islands,0,-7160.00
293064,ICM-LT001836,Famous Belgian Waffle,,Payment,Security Deposit Payable,PR0060384,GL0044744,2022-12-06,0000-00-00,B-007,Land Bank of the Philippines,0,-54000.00
303885,ICM-LT001580,Fab Weddings Styling by M and B,,Payment,Security Deposit Payable-Preop Clearing,UFT0006218,GL0046148,2022-12-14,,B-022,Banks of the Philippine Islands,0,-28840.00
299446,ICM-LT000498,CLEOS SWEET TOOTH,,Payment,Security Deposit Payable,P0011729,GL0018083,2023-01-15,,,,60000.00,0
302361,ICM-LT001097,MJ and RJ Food House,,Payment,Security Deposit Payable,P0011731,GL0033715,2023-01-15,,,,30000.00,0
304842,ICM-LT001098,OPPAS CORNDOG,,Payment,Security Deposit Payable,P0011733,GL0033841,2023-01-31,,,,16198.80,0
305694,ICM-LT000196,APN DRUG TESTING CENTER,,Payment,Security Deposit Payable,P0011734,GL0007342,2023-02-06,,,,75000.00,0
305696,ICM-LT000196,APN DRUG TESTING CENTER,,Payment,Security Deposit Payable,P0011734,GL0007343,2023-02-06,,,,3750.00,0
